"","species","env","spa","codist","r2","iteration","nicheOpt","nicheBreadth","colProb","dispersal","intercol","interext","identifier","scenario","prevalence"
"165","15",0.393190405669336,0.115682524265224,0.0271286418240299,0.53600157175859,"iter_1",0.9,0.2,0.4,0.015,1.5,1.5,"spp15_iter_1","Fig3c",274
"166","1",0.138228909937543,0.211899777670281,0.00745236307224728,0.357581050680071,"iter_2",0.1,0.2,0.4,0.001,1.5,1.5,"spp1_iter_2","Fig3c",161
"167","2",0.159310216223175,0.302879201458207,0.153052834354466,0.615242252035849,"iter_2",0.3,0.2,0.4,0.001,1.5,1.5,"spp2_iter_2","Fig3c",96
"168","3",0.143343175316487,0.209481405010674,0.365329100704071,0.718153681031232,"iter_2",0.5,0.2,0.4,0.001,1.5,1.5,"spp3_iter_2","Fig3c",168
"169","4",0.120911689729977,0.296268682564448,0.175694349031856,0.592874721326281,"iter_2",0.7,0.2,0.4,0.001,1.5,1.5,"spp4_iter_2","Fig3c",108
"170","5",0.206502401606448,0.222511499215619,0.00339876942992234,0.43241267025199,"iter_2",0.9,0.2,0.4,0.001,1.5,1.5,"spp5_iter_2","Fig3c",155
"171","6",0.253071703383399,0.166854164161166,0.0164783898609545,0.436404257405519,"iter_2",0.1,0.2,0.4,0.005,1.5,1.5,"spp6_iter_2","Fig3c",181
"172","7",0.428153800503715,0.150121833881496,0.0505851901435976,0.628860824528808,"iter_2",0.3,0.2,0.4,0.005,1.5,1.5,"spp7_iter_2","Fig3c",138
"173","8",0.242995946856091,0.155128752129455,0.0214711415264112,0.419595840511957,"iter_2",0.5,0.2,0.4,0.005,1.5,1.5,"spp8_iter_2","Fig3c",245
"174","9",0.176068404169123,0.279257764156271,0.0187624061688252,0.474088574494219,"iter_2",0.7,0.2,0.4,0.005,1.5,1.5,"spp9_iter_2","Fig3c",153
"175","10",0.24863027668736,0.169999884813485,0.000721555491995818,0.419351716992841,"iter_2",0.9,0.2,0.4,0.005,1.5,1.5,"spp10_iter_2","Fig3c",201
"176","11",0.360212989407133,0.108253204136451,0.176839754654524,0.645305948198108,"iter_2",0.1,0.2,0.4,0.015,1.5,1.5,"spp11_iter_2","Fig3c",280
"177","12",0.149607180201083,0.269587258406254,0.366761888840222,0.785956327447559,"iter_2",0.3,0.2,0.4,0.015,1.5,1.5,"spp12_iter_2","Fig3c",139
"178","13",0.311987777584446,0.121396901382304,0.411885239733502,0.845269918700252,"iter_2",0.5,0.2,0.4,0.015,1.5,1.5,"spp13_iter_2","Fig3c",381
"179","14",0.0790491295599515,0.332453462877819,0.13791150376774,0.549414096205511,"iter_2",0.7,0.2,0.4,0.015,1.5,1.5,"spp14_iter_2","Fig3c",94
"180","15",0.4962714436252,0.0691917015368887,0.016914328098776,0.582377473260864,"iter_2",0.9,0.2,0.4,0.015,1.5,1.5,"spp15_iter_2","Fig3c",262
"181","1",0.146868281528245,0.154491997115166,0.0143005449257039,0.315660823569115,"iter_3",0.1,0.2,0.4,0.001,1.5,1.5,"spp1_iter_3","Fig3c",153
"182","2",0.090004330695515,0.244057120707797,0.000629078380429693,0.334690529783741,"iter_3",0.3,0.2,0.4,0.001,1.5,1.5,"spp2_iter_3","Fig3c",116
"183","3",0.106261491552672,0.255011566619722,0.0205549006505382,0.381827958822933,"iter_3",0.5,0.2,0.4,0.001,1.5,1.5,"spp3_iter_3","Fig3c",176
"184","4",0.0847924636667515,0.268357376854271,0.0130500730068102,0.366199913527833,"iter_3",0.7,0.2,0.4,0.001,1.5,1.5,"spp4_iter_3","Fig3c",95
"185","5",0.261284365481362,0.123289171182726,0.0068819354947629,0.391455472158851,"iter_3",0.9,0.2,0.4,0.001,1.5,1.5,"spp5_iter_3","Fig3c",164
"186","6",0.279920627086316,0.163970629159059,0.0302212816625154,0.47411253790789,"iter_3",0.1,0.2,0.4,0.005,1.5,1.5,"spp6_iter_3","Fig3c",221
"187","7",0.25374612831593,0.29518532232432,0.108082812635607,0.657014263275856,"iter_3",0.3,0.2,0.4,0.005,1.5,1.5,"spp7_iter_3","Fig3c",116
"188","8",0.274478260234234,0.206259597317324,0.284959782236167,0.765697639787725,"iter_3",0.5,0.2,0.4,0.005,1.5,1.5,"spp8_iter_3","Fig3c",271
"189","9",0.097947048743268,0.28282667423421,0.206884993544144,0.587658716521622,"iter_3",0.7,0.2,0.4,0.005,1.5,1.5,"spp9_iter_3","Fig3c",107
"190","10",0.305600226594046,0.123560648317882,0.114151076272554,0.543311951184482,"iter_3",0.9,0.2,0.4,0.005,1.5,1.5,"spp10_iter_3","Fig3c",223
"191","11",0.357218880160534,0.123053071328067,0.061289579661423,0.541561531150023,"iter_3",0.1,0.2,0.4,0.015,1.5,1.5,"spp11_iter_3","Fig3c",255
"192","12",0.1566948170588,0.266367342644117,0.246695420641231,0.669757580344148,"iter_3",0.3,0.2,0.4,0.015,1.5,1.5,"spp12_iter_3","Fig3c",136
"193","13",0.311841263773301,0.0900085566839036,0.478680688388263,0.880530508845468,"iter_3",0.5,0.2,0.4,0.015,1.5,1.5,"spp13_iter_3","Fig3c",381
"194","14",0.127707896714778,0.247870288126275,0.153139664073245,0.528717848914298,"iter_3",0.7,0.2,0.4,0.015,1.5,1.5,"spp14_iter_3","Fig3c",110
"195","15",0.457983612974895,0.0704640354215195,0.0215738472481717,0.550021495644586,"iter_3",0.9,0.2,0.4,0.015,1.5,1.5,"spp15_iter_3","Fig3c",275
"196","1",0.182181819901618,0.164966563280979,0.0229975816144401,0.370145964797037,"iter_4",0.1,0.2,0.4,0.001,1.5,1.5,"spp1_iter_4","Fig3c",144
"197","2",0.102489273028785,0.222606429686233,0.013933892693883,0.339029595408901,"iter_4",0.3,0.2,0.4,0.001,1.5,1.5,"spp2_iter_4","Fig3c",104
"198","3",0.245634933821563,0.178169388258764,0.0316980103804827,0.45550233246081,"iter_4",0.5,0.2,0.4,0.001,1.5,1.5,"spp3_iter_4","Fig3c",167
"199","4",0.173223148533367,0.289478152447302,0.0079832643040707,0.47068456528474,"iter_4",0.7,0.2,0.4,0.001,1.5,1.5,"spp4_iter_4","Fig3c",119
"200","5",0.32177243539755,0.107382351374894,0.0066954038796696,0.435850190652114,"iter_4",0.9,0.2,0.4,0.001,1.5,1.5,"spp5_iter_4","Fig3c",143
"201","6",0.233274527821196,0.155565169928751,0.113271251338591,0.502110949088537,"iter_4",0.1,0.2,0.4,0.005,1.5,1.5,"spp6_iter_4","Fig3c",200
"202","7",0.171137757726267,0.244298104252589,0.305225686210659,0.720661548189515,"iter_4",0.3,0.2,0.4,0.005,1.5,1.5,"spp7_iter_4","Fig3c",145
"203","8",0.263217968077905,0.169621071311579,0.415328506206228,0.848167545595712,"iter_4",0.5,0.2,0.4,0.005,1.5,1.5,"spp8_iter_4","Fig3c",248
"204","9",0.101955995291227,0.355858404814603,0.0840124892321152,0.541826889337945,"iter_4",0.7,0.2,0.4,0.005,1.5,1.5,"spp9_iter_4","Fig3c",144
"205","10",0.330630903032412,0.12166341217444,0.00196847344454565,0.454262788651398,"iter_4",0.9,0.2,0.4,0.005,1.5,1.5,"spp10_iter_4","Fig3c",217
"206","11",0.404686680203249,0.072300018695362,0.0994710844924682,0.576457783391079,"iter_4",0.1,0.2,0.4,0.015,1.5,1.5,"spp11_iter_4","Fig3c",258
"207","12",0.264354821854808,0.206752949213074,0.211187207429084,0.682294978496965,"iter_4",0.3,0.2,0.4,0.015,1.5,1.5,"spp12_iter_4","Fig3c",128
"208","13",0.332056388907592,0.123161171394463,0.460140780445006,0.91535834074706,"iter_4",0.5,0.2,0.4,0.015,1.5,1.5,"spp13_iter_4","Fig3c",368
"209","14",0.125035999306078,0.356987856835549,0.105949990154053,0.58797384629568,"iter_4",0.7,0.2,0.4,0.015,1.5,1.5,"spp14_iter_4","Fig3c",103
"210","15",0.424950606387551,0.124980683886211,0.042090263178322,0.592021553452084,"iter_4",0.9,0.2,0.4,0.015,1.5,1.5,"spp15_iter_4","Fig3c",292
"211","1",0.129519960685137,0.25160143404571,0.00501132240716495,0.386132717138012,"iter_5",0.1,0.2,0.4,0.001,1.5,1.5,"spp1_iter_5","Fig3c",177
"212","2",0.105806265050438,0.251205182037898,0.11988504403866,0.476896491126996,"iter_5",0.3,0.2,0.4,0.001,1.5,1.5,"spp2_iter_5","Fig3c",103
"213","3",0.217511602809481,0.140624507872679,0.448196489582112,0.806332600264272,"iter_5",0.5,0.2,0.4,0.001,1.5,1.5,"spp3_iter_5","Fig3c",210
"214","4",0.056876132376488,0.204808175476634,0.259176171206557,0.520860479059679,"iter_5",0.7,0.2,0.4,0.001,1.5,1.5,"spp4_iter_5","Fig3c",102
"215","5",0.17850508536443,0.156752841030161,0.102933490547278,0.438191416941868,"iter_5",0.9,0.2,0.4,0.001,1.5,1.5,"spp5_iter_5","Fig3c",166
"216","6",0.272143097047243,0.17835962381652,0.0101691918238387,0.460671912687602,"iter_5",0.1,0.2,0.4,0.005,1.5,1.5,"spp6_iter_5","Fig3c",195
"217","7",0.126317048628333,0.301826330207538,0.0175742477934745,0.445717626629346,"iter_5",0.3,0.2,0.4,0.005,1.5,1.5,"spp7_iter_5","Fig3c",152
"218","8",0.234432092153552,0.162403583873875,0.0242565589060083,0.421092234933436,"iter_5",0.5,0.2,0.4,0.005,1.5,1.5,"spp8_iter_5","Fig3c",275
"219","9",0.100223496363002,0.271411175899244,0.0162433547345696,0.387878026996816,"iter_5",0.7,0.2,0.4,0.005,1.5,1.5,"spp9_iter_5","Fig3c",114
"220","10",0.270405190708804,0.174377346302919,0.00953045780258399,0.454312994814307,"iter_5",0.9,0.2,0.4,0.005,1.5,1.5,"spp10_iter_5","Fig3c",215
"221","11",0.334424175369731,0.191153347032234,0.0998515680584025,0.625429090460367,"iter_5",0.1,0.2,0.4,0.015,1.5,1.5,"spp11_iter_5","Fig3c",235
"222","12",0.229297155880789,0.215998545611826,0.31139772959437,0.756693431086985,"iter_5",0.3,0.2,0.4,0.015,1.5,1.5,"spp12_iter_5","Fig3c",174
"223","13",0.296185569960304,0.14818183528511,0.440899158783297,0.885266564028711,"iter_5",0.5,0.2,0.4,0.015,1.5,1.5,"spp13_iter_5","Fig3c",372
"224","14",0.150357268453254,0.206092233881133,0.240570518897937,0.597020021232324,"iter_5",0.7,0.2,0.4,0.015,1.5,1.5,"spp14_iter_5","Fig3c",105
"225","15",0.428227539935731,0.10668647961287,0.0390293730648623,0.573943392613463,"iter_5",0.9,0.2,0.4,0.015,1.5,1.5,"spp15_iter_5","Fig3c",291
